Count of Victims,Age Group,Sex,MethodofKilling,Domestic Abuse,Recorded Year,Recorded Month,Homicide Offence Type,Solved Status,Borough,Officer Observed Ethnicity
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Mar,Murder,Solved,Westminster,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Mar,Murder,Solved,Lambeth,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Apr,Murder,Solved,Camden,Black
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,2019,Apr,Murder,Solved,Waltham Forest,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Apr,Murder,Solved,Newham,Asian
1,65 and over,Male,Other Methods of Killing,Domestic Abuse,2019,Apr,Murder,Solved,Barnet,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Apr,Murder,Solved,Hackney,Black
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,2019,Apr,Murder,Solved,Brent,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Apr,Murder,Solved,Redbridge,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Apr,Murder,Solved,Brent,Black
1,35 to 44,Female,Blunt Implement,Domestic Abuse,2019,Apr,Murder,Solved,Tower Hamlets,White
1,0 to 12,Female,Not known/Not Recorded,Not Domestic Abuse,2019,Apr,Murder,Solved,Southwark,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Apr,Murder,Solved,Hackney,Black
1,35 to 44,Female,Blunt Implement,Not Domestic Abuse,2019,Apr,Murder,Solved,Newham,Asian
1,25 to 34,Female,Blunt Implement,Not Domestic Abuse,2019,Apr,Murder,Solved,Newham,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,May,Murder,Solved,Hackney,Black
1,65 and over,Male,Not known/Not Recorded,Not Domestic Abuse,2019,May,Murder,Solved,Enfield,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,May,Murder,Solved,Southwark,Black
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,2019,May,Murder,Solved,Waltham Forest,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,May,Murder,Solved,Hounslow,Asian
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,May,Murder,Solved,Lewisham,Unrecorded / Unknown
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,2019,May,Murder,Solved,Kensington & Chelsea,White
1,65 and over,Male,Knife or Sharp Implement,Domestic Abuse,2019,May,Murder,Solved,Kensington & Chelsea,White
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,2019,May,Murder,Solved,Wandsworth,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,May,Murder,Solved,Tower Hamlets,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,May,Murder,Solved,Newham,White
1,55 to 64,Male,Other Methods of Killing,Not Domestic Abuse,2019,May,Murder,Solved,Newham,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Jun,Murder,Solved,Haringey,White
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,2019,Jun,Murder,Solved,Islington,White
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,2019,Jun,Murder,Solved,Wandsworth,White
1,13 to 19,Male,Shooting,Not Domestic Abuse,2019,Jun,Murder,Solved,Greenwich,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Jun,Murder,Solved,Wandsworth,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Jun,Murder,Solved,Tower Hamlets,White
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,2019,Jun,Manslaughter,Solved,Ealing,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Jun,Murder,Solved,Newham,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Jun,Murder,Solved,Barnet,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,2019,Jun,Murder,Solved,Hounslow,White
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,2019,Jun,Murder,Solved,Redbridge,White
1,65 and over,Male,"Physical Assault, no weapon",Not Domestic Abuse,2019,Jun,Manslaughter,Solved,Havering,White
1,55 to 64,Female,Not known/Not Recorded,Not Domestic Abuse,2019,Jun,Murder,Solved,Lewisham,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Jun,Murder,Solved,Hammersmith & Fulham,Black
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,2019,Jun,Murder,Solved,Hammersmith & Fulham,White
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,2019,Jun,Murder,Solved,Croydon,Black
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,2019,Jun,Murder,Solved,Lambeth,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Jun,Murder,Solved,Newham,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Jun,Murder,Solved,Southwark,Black
1,0 to 12,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Jul,Murder,Solved,Croydon,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Jul,Murder,Solved,Wandsworth,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,2019,Jul,Murder,Solved,Brent,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,2019,Jul,Murder,Solved,Waltham Forest,White
1,25 to 34,Male,Shooting,Not Domestic Abuse,2019,Jul,Murder,Solved,Brent,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Jul,Murder,Solved,Greenwich,Black
1,0 to 12,Male,Not known/Not Recorded,Not Domestic Abuse,2019,Jul,Murder,Solved,Southwark,Unrecorded / Unknown
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,2019,Jul,Murder,Solved,Richmond Upon Thames,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Jul,Murder,Solved,Croydon,Black
1,55 to 64,Male,Other Methods of Killing,Not Domestic Abuse,2019,Jul,Murder,Solved,Islington,White
1,55 to 64,Male,Knife or Sharp Implement,Domestic Abuse,2019,Jul,Murder,Solved,Richmond Upon Thames,Asian
1,20 to 24,Male,Shooting,Not Domestic Abuse,2019,Jul,Murder,Solved,Enfield,Black
1,55 to 64,Female,Blunt Implement,Not Domestic Abuse,2019,Jul,Murder,Solved,Bromley,White
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,2019,Jul,Murder,Solved,Hillingdon,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Jul,Murder,Solved,Camden,Black
1,20 to 24,Male,Other Methods of Killing,Not Domestic Abuse,2019,Jul,Murder,Solved,Kingston Upon Thames,White
1,65 and over,Female,Blunt Implement,Not Domestic Abuse,2019,Aug,Murder,Solved,Haringey,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Aug,Murder,Solved,Camden,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Aug,Murder,Solved,Lambeth,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Aug,Murder,Solved,Hammersmith & Fulham,Black
1,65 and over,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Aug,Murder,Solved,Ealing,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Aug,Murder,Solved,Newham,White
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,2019,Aug,Murder,Solved,Wandsworth,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Aug,Murder,Solved,Lambeth,White
1,25 to 34,Female,Knife or Sharp Implement,Not Domestic Abuse,2019,Aug,Murder,Solved,Redbridge,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Aug,Murder,Solved,Haringey,Black
1,35 to 44,Female,Blunt Implement,Not Domestic Abuse,2019,Aug,Murder,Solved,Hackney,Black
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Sep,Murder,Solved,Lambeth,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Sep,Murder,Solved,Newham,Black
1,20 to 24,Male,Shooting,Not Domestic Abuse,2019,Sep,Murder,Solved,Camden,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Sep,Murder,Solved,Westminster,Other
1,20 to 24,Female,Knife or Sharp Implement,Not Domestic Abuse,2019,Sep,Murder,Solved,Camden,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Sep,Murder,Solved,Camden,Black
1,0 to 12,Female,"Physical Assault, no weapon",Not Domestic Abuse,2019,Sep,Murder,Solved,Redbridge,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Sep,Murder,Solved,Enfield,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,2019,Sep,Murder,Solved,Haringey,White
1,55 to 64,Female,Blunt Implement,Not Domestic Abuse,2019,Sep,Murder,Solved,Ealing,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Sep,Murder,Solved,Ealing,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Sep,Murder,Solved,Ealing,Unrecorded / Unknown
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,2019,Sep,Murder,Solved,Enfield,Black
1,20 to 24,Female,Knife or Sharp Implement,Domestic Abuse,2019,Oct,Murder,Solved,Brent,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Oct,Murder,Solved,Newham,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Oct,Murder,Solved,Southwark,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Oct,Murder,Solved,Bexley,White
1,0 to 12,Male,"Physical Assault, no weapon",Not Domestic Abuse,2019,Oct,Murder,Solved,Croydon,Black
1,45 to 54,Female,Knife or Sharp Implement,Not Domestic Abuse,2019,Oct,Murder,Solved,Greenwich,White
1,35 to 44,Female,Other Methods of Killing,Domestic Abuse,2019,Oct,Murder,Solved,Southwark,White
1,55 to 64,Female,Other Methods of Killing,Not Domestic Abuse,2019,Oct,Murder,Solved,Islington,Black
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,2019,Oct,Murder,Solved,Bexley,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Oct,Murder,Solved,Enfield,Black
1,55 to 64,Male,Blunt Implement,Not Domestic Abuse,2019,Nov,Murder,Solved,Redbridge,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Nov,Murder,Solved,Hillingdon,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Nov,Murder,Solved,Redbridge,Asian
1,35 to 44,Male,Shooting,Not Domestic Abuse,2019,Nov,Murder,Solved,Tower Hamlets,Asian
1,0 to 12,Male,Not known/Not Recorded,Not Domestic Abuse,2019,Nov,Infanticide,Solved,Harrow,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Nov,Murder,Solved,Tower Hamlets,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Nov,Murder,Solved,Ealing,Other
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,2019,Nov,Murder,Solved,Brent,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Nov,Murder,Solved,Redbridge,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Dec,Murder,Solved,Hackney,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Dec,Murder,Solved,Lewisham,Black
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Dec,Murder,Solved,Ealing,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Dec,Murder,Solved,Kensington & Chelsea,Other
1,35 to 44,Male,Not known/Not Recorded,Not Domestic Abuse,2019,Dec,Murder,Solved,Havering,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Dec,Murder,Solved,Haringey,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Dec,Murder,Solved,Brent,White
1,45 to 54,Male,Knife or Sharp Implement,Domestic Abuse,2019,Dec,Murder,Solved,Barking & Dagenham,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Dec,Murder,Solved,Croydon,Black
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,2019,Dec,Murder,Solved,Kingston Upon Thames,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Dec,Murder,Solved,Hounslow,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Dec,Murder,Solved,Barnet,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Dec,Murder,Solved,Waltham Forest,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Dec,Murder,Solved,Newham,Black
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Dec,Murder,Solved,Croydon,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2019,Dec,Murder,Solved,Barnet,White
1,35 to 44,Male,Shooting,Not Domestic Abuse,2019,Dec,Murder,Solved,Wandsworth,White
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,2019,Dec,Murder,Solved,Bexley,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Jan,Murder,Solved,Richmond Upon Thames,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Jan,Murder,Solved,Islington,White
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Jan,Murder,Solved,Croydon,White
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,2020,Jan,Infanticide,Solved,Ealing,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Jan,Murder,Solved,Redbridge,Asian
1,45 to 54,Female,Other Methods of Killing,Not Domestic Abuse,2020,Jan,Murder,Solved,Barnet,Asian
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Jan,Murder,Solved,Redbridge,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Jan,Murder,Solved,Redbridge,Asian
1,55 to 64,Female,Blunt Implement,Domestic Abuse,2020,Jan,Murder,Solved,Waltham Forest,White
1,65 and over,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Jan,Murder,Solved,Hackney,White
1,45 to 54,Male,Shooting,Not Domestic Abuse,2020,Jan,Murder,Solved,Westminster,White
1,45 to 54,Male,Blunt Implement,Not Domestic Abuse,2020,Feb,Murder,Solved,Kensington & Chelsea,White
1,35 to 44,Male,Blunt Implement,Not Domestic Abuse,2020,Feb,Murder,Solved,Greenwich,Asian
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Feb,Murder,Solved,Brent,Black
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,2020,Feb,Manslaughter,Solved,Southwark,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,2020,Feb,Murder,Solved,Waltham Forest,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Feb,Murder,Solved,Croydon,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Feb,Murder,Solved,Kingston Upon Thames,Unrecorded / Unknown
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Mar,Murder,Solved,Barnet,Black
1,25 to 34,Male,"Physical Assault, no weapon",Not Domestic Abuse,2020,Mar,Murder,Solved,Hillingdon,White
1,13 to 19,Male,Blunt Implement,Not Domestic Abuse,2020,Mar,Murder,Solved,Newham,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Mar,Murder,Solved,Redbridge,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Mar,Murder,Solved,Croydon,Black
1,65 and over,Female,Blunt Implement,Domestic Abuse,2020,Mar,Murder,Solved,Southwark,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Mar,Murder,Solved,Lewisham,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Mar,Murder,Solved,Greenwich,White
1,55 to 64,Female,Blunt Implement,Domestic Abuse,2020,Mar,Murder,Solved,Hackney,White
1,35 to 44,Female,Knife or Sharp Implement,Not Domestic Abuse,2020,Mar,Murder,Solved,Newham,Asian
1,25 to 34,Male,Shooting,Not Domestic Abuse,2020,Mar,Murder,Solved,Enfield,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Mar,Murder,Solved,Unmapped,White
1,35 to 44,Female,Blunt Implement,Not Domestic Abuse,2020,Mar,Murder,Solved,Unmapped,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Apr,Murder,Solved,Waltham Forest,White
1,65 and over,Female,Knife or Sharp Implement,Not Domestic Abuse,2020,Apr,Murder,Solved,Lambeth,White
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Apr,Murder,Solved,Lambeth,White
1,55 to 64,Female,Blunt Implement,Domestic Abuse,2020,Apr,Murder,Solved,Enfield,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Apr,Murder,Solved,Wandsworth,White
1,35 to 44,Female,Other Methods of Killing,Domestic Abuse,2020,Apr,Murder,Solved,Brent,Black
1,55 to 64,Male,Not known/Not Recorded,Not Domestic Abuse,2020,Apr,Murder,Solved,Waltham Forest,White
1,25 to 34,Male,"Physical Assault, no weapon",Not Domestic Abuse,2020,Apr,Murder,Solved,Hackney,Black
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,2020,Apr,Murder,Solved,Hillingdon,Asian
1,0 to 12,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Apr,Murder,Solved,Redbridge,Asian
1,0 to 12,Female,Knife or Sharp Implement,Not Domestic Abuse,2020,Apr,Murder,Solved,Redbridge,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Apr,Murder,Solved,Newham,Black
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,2020,May,Manslaughter,Solved,Wandsworth,White
1,65 and over,Male,Blunt Implement,Not Domestic Abuse,2020,May,Murder,Solved,Islington,White
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,2020,May,Murder,Solved,Hammersmith & Fulham,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,May,Murder,Solved,Haringey,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,May,Murder,Solved,Southwark,Black
1,0 to 12,Female,Not known/Not Recorded,Not Domestic Abuse,2020,May,Murder,Solved,Lambeth,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,2020,May,Murder,Solved,Haringey,Black
1,35 to 44,Male,"Physical Assault, no weapon",Domestic Abuse,2020,May,Manslaughter,Solved,Redbridge,Black
1,20 to 24,Male,Shooting,Not Domestic Abuse,2020,Jun,Murder,Solved,Hackney,Black
1,25 to 34,Female,Knife or Sharp Implement,Not Domestic Abuse,2020,Jun,Murder,Solved,Brent,Black
1,45 to 54,Female,Knife or Sharp Implement,Not Domestic Abuse,2020,Jun,Murder,Solved,Brent,Black
1,20 to 24,Male,Shooting,Not Domestic Abuse,2020,Jun,Murder,Solved,Hammersmith & Fulham,Black
1,55 to 64,Female,Knife or Sharp Implement,Domestic Abuse,2020,Jun,Murder,Solved,Lewisham,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Jun,Murder,Solved,Haringey,White
1,25 to 34,Male,Shooting,Not Domestic Abuse,2020,Jun,Murder,Solved,Sutton,Black
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,2020,Jun,Murder,Solved,Bexley,White
1,0 to 12,Female,Knife or Sharp Implement,Not Domestic Abuse,2020,Jun,Murder,Solved,Merton,Asian
1,65 and over,Male,Other Methods of Killing,Not Domestic Abuse,2020,Jul,Manslaughter,Solved,Tower Hamlets,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,2020,Jul,Murder,Solved,Islington,Black
1,20 to 24,Female,Knife or Sharp Implement,Domestic Abuse,2020,Jul,Murder,Solved,Greenwich,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Jul,Murder,Solved,Southwark,Black
1,35 to 44,Male,Shooting,Not Domestic Abuse,2020,Jul,Murder,Solved,Bromley,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Jul,Murder,Solved,Lambeth,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Jul,Murder,Solved,Westminster,Asian
1,25 to 34,Male,Shooting,Not Domestic Abuse,2020,Jul,Murder,Solved,Brent,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Jul,Murder,Solved,Enfield,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Jul,Murder,Solved,Brent,White
1,55 to 64,Male,Knife or Sharp Implement,Domestic Abuse,2020,Jul,Murder,Solved,Ealing,Black
1,0 to 12,Male,Not known/Not Recorded,Not Domestic Abuse,2020,Jul,Murder,Solved,Bexley,White
1,0 to 12,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Jul,Murder,Solved,Brent,White
1,35 to 44,Female,Other Methods of Killing,Not Domestic Abuse,2020,Jul,Murder,Solved,Sutton,White
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,2020,Jul,Murder,Solved,Bromley,White
1,65 and over,Male,Blunt Implement,Not Domestic Abuse,2020,Jul,Murder,Solved,Hounslow,Unrecorded / Unknown
1,55 to 64,Male,Blunt Implement,Not Domestic Abuse,2020,Jul,Murder,Solved,Camden,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,2020,Jul,Murder,Solved,Enfield,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Jul,Murder,Solved,Hounslow,Asian
1,35 to 44,Female,Knife or Sharp Implement,Not Domestic Abuse,2020,Aug,Murder,Solved,Enfield,Black
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,2020,Aug,Murder,Solved,Barking & Dagenham,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Aug,Murder,Solved,Westminster,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,2020,Aug,Murder,Solved,Brent,Black
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,2020,Aug,Murder,Solved,Tower Hamlets,White
1,0 to 12,Male,"Physical Assault, no weapon",Not Domestic Abuse,2020,Aug,Murder,Solved,Ealing,White
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,2020,Aug,Manslaughter,Solved,Ealing,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Aug,Murder,Solved,Lambeth,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Aug,Murder,Solved,Waltham Forest,Asian
1,65 and over,Male,"Physical Assault, no weapon",Not Domestic Abuse,2020,Aug,Murder,Solved,Richmond Upon Thames,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Aug,Murder,Solved,Harrow,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Sep,Murder,Solved,Barnet,Black
1,65 and over,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Sep,Murder,Solved,Hackney,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Sep,Murder,Solved,Lewisham,Black
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,2020,Sep,Murder,Solved,Bexley,White
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Sep,Murder,Solved,Brent,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Sep,Murder,Solved,Enfield,Asian
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,2020,Sep,Murder,Solved,Barking & Dagenham,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Sep,Murder,Solved,Islington,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Sep,Murder,Solved,Lambeth,Black
1,20 to 24,Male,Shooting,Not Domestic Abuse,2020,Sep,Murder,Solved,Merton,Black
1,45 to 54,Male,Shooting,Not Domestic Abuse,2020,Sep,Murder,Solved,Croydon,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Oct,Murder,Solved,Merton,Black
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,2020,Oct,Murder,Solved,Hounslow,Asian
1,0 to 12,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Oct,Murder,Solved,Hounslow,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Oct,Murder,Solved,Redbridge,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,2020,Oct,Murder,Solved,Hillingdon,Black
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Oct,Murder,Solved,Croydon,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Oct,Murder,Solved,Waltham Forest,Black
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,2020,Oct,Murder,Solved,Croydon,Black
1,0 to 12,Female,Other Methods of Killing,Not Domestic Abuse,2020,Oct,Manslaughter,Solved,Hillingdon,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Oct,Murder,Solved,Wandsworth,White
1,35 to 44,Female,Blunt Implement,Domestic Abuse,2020,Oct,Murder,Solved,Greenwich,White
1,45 to 54,Female,"Physical Assault, no weapon",Domestic Abuse,2020,Oct,Murder,Solved,Kingston Upon Thames,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Nov,Murder,Solved,Westminster,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,2020,Nov,Murder,Solved,Redbridge,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Nov,Murder,Solved,Brent,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Nov,Murder,Solved,Southwark,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Nov,Murder,Solved,Croydon,White
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Nov,Murder,Solved,Brent,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2020,Nov,Murder,Solved,Lambeth,Unrecorded / Unknown
1,55 to 64,Male,"Physical Assault, no weapon",Domestic Abuse,2020,Nov,Manslaughter,Solved,Hackney,Asian
1,55 to 64,Female,Knife or Sharp Implement,Domestic Abuse,2020,Nov,Murder,Solved,Ealing,Asian
1,35 to 44,Male,Knife or Sharp Implement,Domestic Abuse,2020,Nov,Murder,Solved,Enfield,Black
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,2020,Dec,Manslaughter,Solved,Greenwich,White
